0,302.11133,0.94390154,2.7654335,3.2935982,1.8109891
1,178.63252,72.79672,0.5773863,0.19153386,1.1774311
2,333.6632,150.06657,1.2031823,3.4300237,4.4940405
3,194.5263,119.714325,2.0021577,3.3803601,3.1790786
4,295.07373,105.40322,4.855034,2.9829142,0.10659605
5,196.63318,151.58165,4.6744123,0.9645435,0.7618919
6,333.95038,312.2695,1.5118065,3.0491023,1.6571015
7,359.96933,108.25655,0.09387463,3.446174,2.785748
8,93.01051,84.08255,2.2663755,3.836013,2.8803992
9,315.8059,135.36903,0.10261804,1.5656528,1.8089542
10,194.1523,359.18524,1.2852433,1.9074275,1.5036923
11,180.96533,94.78244,3.5891879,0.1959914,1.2725224
12,359.7213,121.49336,1.0986722,4.6110578,0.82308054
13,71.884766,133.52013,1.1401906,4.9882145,2.3030195
14,2.0411396,152.57059,4.4363647,1.1353137,4.2251234
15,216.26677,256.0456,4.398398,4.204358,0.57434946
16,178.5666,353.86096,0.83903134,0.7222539,2.4684596
17,359.56024,114.20885,1.0563209,4.525803,3.4974532
18,43.694946,236.42868,3.8905268,1.3789195,3.7538662
19,66.85144,88.22558,0.8923185,3.0519547,3.3958678
20,230.72784,235.78409,0.7807934,0.74854195,1.8285328
21,39.175358,118.51755,1.0177296,1.9545436,2.664226
22,275.40146,120.09029,1.0130241,2.8126547,0.4847303
23,151.99136,240.91643,2.8020115,2.5837204,4.7906823
24,3.1859064,0.054802895,4.735626,3.497901,3.711235
25,315.6695,41.04492,2.4656386,0.02699107,0.8477405
26,308.51498,300.91632,0.41491568,4.6431055,4.8968287
27,230.22896,156.45149,0.42094976,0.17517835,2.3402147
28,233.06096,228.90562,1.0763693,3.3714736,0.5209616
29,280.92163,337.8284,4.890259,0.7243052,1.9615531
30,145.75156,275.97162,2.320065,0.71544766,2.7499843
31,187.58167,348.05807,1.7789531,1.4670587,2.8406873
32,7.8976893,50.883522,1.4035273,3.7123642,0.50539345
33,272.29858,339.70618,0.039283335,0.33492357,0.8554122
34,193.98923,81.27773,4.484406,2.2917418,2.0119665
35,212.31339,245.60902,2.7532873,2.497678,0.48194557
36,332.55225,351.77042,2.0220923,1.7458668,2.6059983
37,170.40794,349.37616,1.1002162,0.42112917,1.571703
38,185.27377,223.14417,0.15620142,1.3550065,4.4370027
39,285.11475,346.24875,2.918908,2.2316825,4.886276
40,122.24273,84.231514,0.9382087,4.1021957,1.3404286
41,203.12602,344.57422,1.9752612,4.64587,3.9565434
42,76.754395,123.50334,1.2214229,3.9165714,1.5870235
43,276.68448,358.58466,0.878582,2.6914763,4.707312
44,251.20894,358.81848,1.3335743,2.2671309,3.955455
45,272.47406,359.7258,3.1132612,1.7046807,0.4275
46,231.5423,350.0974,3.0404613,1.9333154,0.99672973
47,131.32433,258.05457,0.17420977,1.9339523,1.5690956
48,154.81337,354.0468,4.781793,4.924905,3.7029889
49,47.316097,116.81081,4.122196,0.5266705,1.7856541
50,219.9998,287.9725,1.8888865,1.9696319,3.2289467
51,274.9611,358.20517,0.30552983,4.492298,2.9947424
52,237.6438,355.68195,4.2405853,1.373226,1.3837519
53,217.39655,155.18765,1.9932923,3.321639,3.359902
54,248.80255,121.14639,4.7238536,4.2108283,2.184377
55,52.50394,15.55752,0.5739498,0.941197,0.9137574
56,284.92157,357.61932,3.1173625,2.977178,1.6406947
57,197.46698,325.6824,2.2176723,4.897576,2.5070155
58,174.334,79.13901,0.099538565,1.7198477,2.932974
59,3.4548998,204.40257,3.382354,3.9810028,4.357912
60,45.943558,204.16142,2.6647477,3.1222844,1.2041769
